handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_c4d36389-95f5-e771-2da7-bab4d5b48a5c,Product,"Protection de la personne vulnérable 2017/2018 (N. Peterka, A. Caron 4e ed)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p><strong>Les nouveautés&nbsp;de cette 4e édition :</strong>&nbsp;<br> • Plan de l'ouvrage totalement remanié selon la distinction protection familiale, protection judiciaire<br> • A jour de l'ordonnance du 15 octobre 2015 créant l'habilitation familiale et réformant l'administration légale, et de la loi du 28 décembre 2015 sur l'adaptation de la société au vieillissement.&nbsp;<br> • Nouveaux thèmes traités et approfondis (habilitation familiale, administration légale révisée, procédures tutélaires, droit patrimonial)&nbsp;<br> • Exemples d'actes, tableaux.<br> <br> <strong>Ensemble des règles tendant à assurer la protection familiale et &nbsp;judiciaire des mineurs et de certains majeurs,</strong>le droit de la personne vulnérable&nbsp;fait une large part au pouvoir d'appréciation d'un juge spécifique, le juge des tutelles, et aux attributions nouvelles du juge aux affaires familiales. Transformé par la réforme de 2007 et devenu un véritable enjeu de société, le droit des tutelles s'attache à&nbsp;<strong>protéger les personnes vulnérables</strong>&nbsp;et à&nbsp;<strong>préserver leur patrimoine</strong>.<br> Au travers des procédures tutélaires,&nbsp;<strong>cet ouvrage étudie de façon exhaustive ces deux aspects</strong>, depuis le constat médical de l'altération des facultés mentales et la nécessité d'un certificat médical circonstancié par un médecin inscrit, la liberté du choix de résidence et des relations personnelles, le sort des actes personnels, jusqu'aux actes de gestion patrimoniale effectués par les personnes protégées ou leurs protecteurs, selon le régime de protection. Au-delà des difficultés d'interprétation et des controverses, il apporte des&nbsp;<strong>réponses concrètes aux professionnels confrontés à l'application des procédures tutélaires</strong>. Il est complété par de nombreux exemples d'actes et des tableaux synthétisant les actes effectués par les majeurs ou mineurs protégés.<br> <br> Professeur à l'université Paris -Est Créteil (UPEC - Paris 12). Nathalie Peterka dirige le master 2&nbsp; protection de la personne vulnérable,&nbsp;le master 2 droit privé des personnes et des patrimoines&nbsp;et codirige le DIU d'expertise médicale dans le cadre de la protection des majeurs.<br> Ancien magistrat délégué à la protection des majeurs à la cour d'appel de Paris, Anne Caron-Déglise est présidente de chambre&nbsp;à la cour d'appel de Versailles.<br> Auteur des deux premières éditions, Frédéric Arbellot est conseiller à la cour d'appel de Paris.</p> </li>
</ul>",31ffa3_7899a273c1ec4353b5fdd4455a3bfe67~mv2.jpg,Juridique,,51168 Fcfa,78.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1618affb-3b5a-01cf-3af2-0160791039c3,Product,"Petit traité de l'écrit judiciaire 2018 ( J-M. Denieul, L. D'Hervé, 16e ed)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p><strong>L'écrit judiciaire doit d'abord convaincre.</strong>&nbsp;Et pour convaincre, il faut non seulement savoir&nbsp;<strong>organiser ses idées, faire preuve de sens t</strong>actique mais également&nbsp;<strong>séduire par la qualité de son style</strong>.&nbsp;<br> <br> Comment comprendre un dossier, mener une discussion pertinente et préparer le travail du juge, afin, qu'au terme des argumentations, une solution légale et juste, satisfaisante pour le client, vienne se confondre à la vérité judiciaire ?&nbsp;<br> <br> Cette seizième édition y apporte une réponse. Les chapitres sont ordonnés de manière à suivre les étapes d’un dossier où l’avocat est confronté à la nécessité de concentrer et structurer ses écritures pour répondre aux plus récentes exigences des cours et tribunaux. Elle s’enrichit&nbsp;<strong>de nouveaux développements sur le procès pénal, sur la preuve pénale et des développements sur les stratégies procédurales et les tactiques contentieuses, et d’exemples d’actes de procédures</strong>. Elle est&nbsp;<strong>actualisée par la jurisprudence et les textes les plus récents</strong>, notamment l’ordonnance du 10 février 2016 portant réforme du droit des obligations et des contrats, entrée en vigueur le 1er octobre 2016, la loi du 3 juin 2016 sur la procédure pénale, la loi du 18 novembre 2016, dite loi J21 et le décret du 6 mai 2017.<br> <br> Le Petit traité de l’écrit judiciaire accompagne les&nbsp;<strong>élèves des écoles d’avocats, avocats et juristes d’entreprises&nbsp;</strong>dans l’acquisition de la technique de l’écrit judiciaire et la maîtrise de la rédaction de requêtes, assignations et conclusions claires et convaincantes</p> </li>
</ul>",31ffa3_af42c88060ec4ea2a1e6cf3b9f4aaa33~mv2.jpg,Juridique,,31488 Fcfa,48.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_ce37ad1a-73ce-c811-4e21-b090eb7e6469,Product,"Expertises judiciaires 2018 (Jacques Boulez, 18e édition)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p><strong>Devenir expert et accomplir ses missions selon la juridiction</strong></p> &nbsp; <p>Rédigé par un praticien, cet ouvrage&nbsp;<strong>expose clairement les règles générales qui président à l'accomplissement de la mission de l'expert</strong>, nomination, responsabilité, déontologie, honoraires, d'une part, et les règles procédurales spéciales à chaque juridiction devant laquelle l'expert est amené à présenter le résultat de ses travaux, d'autre part.</p> &nbsp; <p>Cette nouvelle édition tient compte des évolutions législatives et réglementaires que sont la loi du 18 novembre 2016 de modernisation de la justice du XXIe siècle, ses décrets d'application (particulièrement celui du 2 mai 2017 portant diverses mesures de modernisation et de simplification de la procédure civile), ainsi que l’arrêté du 14 juin 2017 autorisant le déploiement d’Opalex, la plateforme permettant la dématérialisation des échanges entre l’expert, la juridiction, les parties et leurs avocats.</p> </li>
</ul>",31ffa3_ec9fefa6a7be46aabf7d319950871163~mv2.jpg,Juridique,,36736 Fcfa,56.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a0868ed5-8b64-fb2b-4549-cfc6d845454e,Product,"Trois erreurs judiciaires ( François-Louis Coste, 1e édition)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Patrick Dils, un garçon de 16 ans avoue, après une nuit en garde à vue, avoir sauvagement tué deux enfants de 8 ans. Emilie ne va pas bien. Pour l'aider, encore faudrait-il qu'elle ""avoue"" la cause de son mal-être. C'est ainsi que cette adolescente accuse Loïc Sécher de l'avoir violée.<strong>&nbsp;L'aveu</strong>, parole par laquelle on se met en scène comme auteur ou comme victime d'un fait ""honteux/scandaleux."" et que recherche l'inquisiteur pour apaiser son angoisse,<strong>&nbsp;peut exprimer la vérité ou n'être qu'un mensonge</strong>&nbsp;comme un autre.&nbsp;<br> <br> Lorsque l'horreur ou la sympathie bouleversent le juge, celui-ci est en danger de se laisser aspirer par l'attraction émotionnelle : Alors, ce ne sont pas les preuves qui sont recherchées, ce sont<strong>&nbsp;les justifications de ce dont l'horreur ou l'affection nous a persuadés</strong>.&nbsp;<br> Priver de la justice ceux qui y ont droit est une autre façon de commettre une erreur judiciaire. Ainsi, dans l'affaire du Gang de Roubaix, des parents et une épouse dont le fils et mari avait été tué, se sont trouvés dans&nbsp;<strong>l'impossibilité de se constituer parties civiles en raison d'une mauvaise qualification du crime</strong>. La rigidité des règles de droit permet souvent fort mal de remédier à l'erreur alors que paradoxalement la loi demande aux magistrats de veiller au bien de la justice. Comme le disait Monsieur le premier président Truche,<strong>&nbsp;""la justice est un métier dangereux, surtout pour les autres…""</strong></p> &nbsp; <p><strong>François-Louis Coste</strong>, a fait toute sa carrière au parquet. D'abord substitut dans la Somme puis dans l'Isère et procureur à Bourgoin-Jallieu, il a été nommé à la cour d'appel de Lyon où il a été chargé, notamment, de l'affaire Dils.&nbsp;Il a été admis à la retraite après avoir&nbsp;requis, comme avocat général, l'acquittement de&nbsp;Loïc Sécher devant la cour d'assises de Paris</p> </li>
</ul>",31ffa3_d6ff790b1376476baefd93357d838420~mv2.jpg,Juridique,,13120 Fcfa,20.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_157620a2-0bfb-d845-7334-e6bdc4bf5ff3,Product,Droit pénal. Procédure pénale,"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Le droit pénal général étudie les<strong>&nbsp;principes généraux de la répression des infractions, la responsabilité et la peine</strong>. La procédure pénale régit le déroulement du procès pénal. Ces droits doivent&nbsp;<strong>assurer à la société une protection suffisante, sans sacrifier les libertés individuelles</strong>.&nbsp;<br> <br> Cet ouvrage prend en<strong>&nbsp;compte l'actualité jurisprudentielle ainsi que les textes importants publiés ces derniers mois</strong>&nbsp;(loi du 3 avril 2018 autorisant la ratification du protocole additionnel n° 16 à la Convention européenne de sauvegarde des droits de l'homme et des libertés fondamentales ; loi du 30 octobre 2017 renforçant la sécurité intérieure et la lutte contre le terrorisme ; loi du 28 février 2017 relative à la sécurité publique ; loi du 27 février 2017 portant réforme de la prescription en matière pénale ; loi du 9 décembre 2016 relative à la transparence, à la lutte contre la corruption et à la modernisation de la vie économique ; loi du 18 novembre 2016 de modernisation de la justice du xxie siècle ; loi du 7 octobre 2016 pour une République numérique ; loi du 21 juillet 2016 relative à l'état d'urgence et portant mesures de renforcement de la lutte antiterroriste).&nbsp;<br> <br> Selon le principe de la collection, le cours est suivi&nbsp;<strong>de compléments pédagogiques</strong>&nbsp;pour vérifier ses acquis théoriques et se préparer aux examens.</p> </li>
</ul>",31ffa3_af5518f12743494ebb98bedbf7078f53~mv2.jpg,Juridique,,20992 Fcfa,32.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bcf85b9e-468b-2445-d7c3-9ea4d35e8ba4,Product,Réforme de la justice pénale - Procédure pénale et droit de la peine (S. Pellé),"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Cet ouvrage de la collection&nbsp;<strong>Les Textes / Dalloz</strong>&nbsp;reprend les dispositions concernant le&nbsp;<strong>droit pénal et sa procédure</strong>issues de la&nbsp;<strong>loi du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice</strong>.&nbsp;<br> <br> Les mesures législatives adoptées visent à simplifier la procédure pénale : possibilité de porter plainte en ligne et de de se constituer partie civile par voie dématérialisée ; simplifications des conditions dans lesquelles les officiers et agents de police judiciaire peuvent être habilités pour exercer leur compétence sur l’ensemble du territoire national ; extension de la procédure d’amende forfaitaire délictuelle à de nouveaux délits dans certains départements d'un tribunal criminel départemental pour juger les crimes punis de 15 à 20 ans ; réécriture de l’échelle des peines pour éviter les courtes peines ; création d'un parquet national antiterroriste auprès du tribunal de grande instance de Paris...<br> <br> Toutes ces nouvelles mesures et bien d'autres sont restituées pour les&nbsp;<strong>dispositions législatives non codifiées</strong>&nbsp;dans leur état de publication et pour celles&nbsp;<strong>codifiées dans une version consolidée</strong>&nbsp;de manière à en faciliter la lecture. Pour faciliter leur compréhension, l'ouvrage ajoute sous plusieurs&nbsp;de ces dispositions législatives un&nbsp;<strong>commentaire réalisé par un auteur spécialisé</strong>&nbsp;sur les questions pénales.</p> </li>
</ul>",31ffa3_a66787a7d07c447f8ae29b3c621af2c7~mv2.jpg,Juridique,,16400 Fcfa,25.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_13b26ca5-2967-fd49-8d74-98f421820243,Product,La procédure pénale en cas pratiques( Nicolas Jeanne 1e édition),"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p><strong>Organisés autour des thèmes principaux du programme, les 21 cas pratiques présentés ici permettent de réviser la matière de procédure pénale</strong>&nbsp;(procédure pénale, droit de l’exécution des peines) dans le format de l’exercice qui sera proposé le jour de l’épreuve.&nbsp;<br> <br> Cet ouvrage est destiné aux candidats à l’<strong>examen d’entrée au CRFPA, aux différents concours d’entrée à l’ENM</strong>, et à&nbsp;<strong>tout étudiant</strong>&nbsp;voulant réviser son examen en s’entrainant à cet exercice juridique exigeant.</p> </li>
</ul>",31ffa3_c20a79109f0b498abfd36478d09cc51e~mv2.jpg,Juridique,,13055 Fcfa,19.9,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c73dbc8d-e7e4-5f63-e3d3-fe881d971bbe,Product,Code de procédure pénale 2020,"<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p><strong><strong><strong>&nbsp;Les + de l’édition 2020 du Code de procédure pénale&nbsp;&nbsp;&nbsp;</strong></strong></strong><br> • À jour de la loi de programmation 2018-2022 et de réforme pour la justice&nbsp;<br> • Refonte intégrale de l'appendice Coopération européenne intégrant les dispositions relatives au parquet européen;<br> • Mise à jour législative et jurisprudentielle rigoureuse ;<br> • Bibliographie pertinente pour chaque thématique ;<br> •&nbsp;<strong>Inclus : le Code de procédure pénale en ligne, enrichi, annoté et mis à jour en continu</strong><br> <br> Référence de tous les acteurs du procès pénal, le Code de procédure pénale Dalloz 2020 est aussi l’outil indispensable des praticiens, étudiants et chercheurs en la matière grâce à ses annotations jurisprudentielles extrêmement complètes, ses textes complémentaires et sa bibliographie enrichissant chaque thématique. Elle bénéficie en outre d'une refonte totale de l'appendice Coopération européenne, intégrant les nouvelles dispositions relatives au parquet européen.<br> <br> <strong>Cette édition du Code de procédure pénale 2020 est notamment à jour de :</strong><br> • la loi n° 2019-290 du 10 avril 2019 relative au renforcement et garantie du maintien de l'ordre public lors des manifestations, dite loi ""anticasseurs"" ;<br> • la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice ;<br> • le décret n° 2019-98 du 13 février 2019 relatif au régime disciplinaire des personnes détenues ;<br> • la loi n° 2018-989 du 23 octobre 2018 relative à la lutte contre la fraude.&nbsp;&nbsp;</p> </li>
</ul>",31ffa3_2145fa50236c40b2a2f83f0b9dd3de15~mv2.jpg,Juridique,,45264 Fcfa,69.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a19c994-db19-0d2e-1e84-ef9fb1f22600,Product,"Procédures civiles d'exécution(Ed :11/17 - 9e éd , Auteur: Claude Brenner)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p>Conçu pour l<strong>es étudiants et tous ceux qui souhaitent prendre connaissance de la matière ou se familiariser</strong>&nbsp;avec les différentes procédures, l'ouvrage se veut avant tout pédagogique.&nbsp;<br> <br> Il présente, dans une première partie,&nbsp;<strong>les règles communes aux différentes procédures civiles d'exécution</strong>&nbsp;et celles qui sont spécifiques à chacune et, dans une seconde partie,&nbsp;<strong>les procédures de distribution</strong>&nbsp;qui sont la suite habituelle et comme naturelle des voies d'exécution.&nbsp;<br> <strong>Des tests de connaissances en fin de titres ou de chapitres</strong>&nbsp;permettent au lecteur de faire le point sur les règles essentielles et l'état de ses connaissances.</p> &nbsp; <p><strong>Cette nouvelle édition intègrera des modifications législatives et règlementaire d'importance. En particulier :</strong><br> •&nbsp;La réforme du recouvrement des créances alimentaires et celle de l'insaisissabilité du local d'habitation de l'entrepreneur individuel par la loi Macron ;&nbsp;<br> •&nbsp;La réforme des immunités d'exécution par la loi Sapin II ;&nbsp;<br> •&nbsp;La réforme de la liste des titres exécutoires et des procédures par la loi de modernisation de la justice du XXIe siècle (prise en compte du nouveau divorce par consentement mutuel déjudiciarisé et de la procédure de négociation du recouvrement des petites créances par l'huissier de justice) ;&nbsp;<br> •&nbsp;Les réformes de la procédure suivie devant le JEX et en appel, notamment par l'effet des décrets du 4 mai 2017;</p> &nbsp; <p>Cette édition prend également&nbsp;en compte des&nbsp;<strong>évolutions jurisprudentielles</strong>, parfois importantes, notamment en matière de prescription, de procédures collectives et d'exécution immobilière.</p> </li>
</ul>",31ffa3_dc1d8dc591fc4c83b3fcbe79c1c9d246~mv2.jpg,,,17056 Fcfa,26.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c9c427b8-6b6f-14c4-e30b-828216d554d6,Product,"Vers une procédure civile 2.0 (Corinne Bléry, Loïs Raschel, 1e edition)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p><strong>La transformation numérique de la justice est en cours !</strong>&nbsp;<br> <br> Si depuis 2005, la communication par voie électronique est régie par le Code de procédure civile, le ministère de la justice a récemment annoncé&nbsp;<strong>un « plan de transformation numérique ».</strong>&nbsp;<strong>Plus qu'un outil, le numérique invite à repenser le déroulement du procès civil</strong>&nbsp;: la saisine du juge, les échanges procéduraux, le rôle des parties... Des réflexions existent sur la diffusion des décisions de justice (open data) et leur exécution. Le numérique est également parfois présenté comme permettant de prédire les décisions et d'éviter le recours au juge. Les intervenants, universitaires et praticiens spécialistes de la matière, ont évoqué lors de la première partie du colloque les différents aspects du bouleversement numérique et se sont interrogés sur les espoirs et les craintes qu'il suscite.<br> <br> <strong>La seconde partie du colloque a été consacrée à l'actualité de la procédure civile</strong>. La matière, largement remaniée par les décrets de mai 2017, fait l'objet d'un nouveau chantier. Les tables rondes ont porté sur les dispositions générales et la première instance, puis sur la procédure d'appel.&nbsp;<strong>La réforme de la Cour de cassation</strong>, toujours en cours, a aussi été envisagée (motivation, filtrage des pourvois...).</p> </li>
</ul>",31ffa3_e91602a760fe4f7a84f61bb05342a385~mv2.jpg,,,24928 Fcfa,38.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5d732beb-7dff-e00e-901f-5c29210f6805,Product,"Code de procédure civile 2020(Pierre Callé, Laurent Dargent)","<ul> 
 <li><strong>Présentation</strong></li> 
 <li> <p><strong><strong><strong>&nbsp;Les + de l’édition 2020 du Code de procédure civile&nbsp;<strong>&nbsp;</strong>&nbsp;</strong></strong></strong><br> • À jour de la loi de programmation 2018-2022 et de réforme pour la Justice de mars 2019<br> • Refonte intégrale des annotations de jurisprudence relatives aux :<br> &nbsp;- conventions et règlements européens Concernant la compétence judiciaire, la reconnaissance et l'exécution des décisions en matière civile et commerciale ;<br> - procédures civiles d’exécution mobilières.&nbsp;<br> • Nombreux textes complémentaires ;&nbsp;<br> •<strong>&nbsp;Inclus : le Code de procédure civile en ligne, enrichi, annoté et mis à jour en continu</strong><br> <br> Le Code de procédure civile Dalloz comprend le code de procédure civile proprement dit, le code de l’organisation judiciaire, le code des procédures civiles d’exécution et d’importants textes complémentaires relatifs notamment à l'action en justice, à l'aide juridique, au droit international, aux professions juridiques, ou encore aux frais et dépens.<br> <br> Les annotations de jurisprudence relatives aux règlements européens relatifs à la compétence judiciaire, la reconnaissance et l'exécution des décisions en matière civile et commerciale ont été intégralement refondues.&nbsp;</p> &nbsp; <p><strong>Cette édition 2020 du Code de procédure civile intègre notamment :</strong><br> • la loi de programmation 2018-2022 et de réforme de la Justice de mars 2019 ;<br> • le décret du 24 décembre 2018 portant diverses mesures de procédure civile relatives à la reconnaissance transfrontalière des décisions en matière familiale, à la communication électronique et au rôle du ministère public en appel ;<br> • les décrets de septembre et octobre 2019 relatifs à la réforme du contentieux de la sécurité sociale et de l'aide sociale</p> </li>
</ul>",31ffa3_81012c5a4c3745fcb3b6cbef1319ce37~mv2.jpg,,,46576 Fcfa,71.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8947bd96-229a-7167-fa44-2143d6ef81eb,Product,"Procédure civile (S. Guinchard, F. Ferrand, C. Chainais, Lucie M.)","<p><strong>Présentation</strong></p>
<p><strong>L'ouvrage se veut la traduction concrète de cette préoccupation essentielle : comment mener à son terme un processus judiciaire, tant en demande qu'en défense ?&nbsp;</strong>Comment vaincre successivement les embûches d'un procès, depuis l'introduction de l'action et le choix de la juridiction adéquate, jusqu'à l'exécution du jugement, à titre provisoire ou définitif ?&nbsp;<br>L'Europe est également très présente par la jurisprudence de la Cour européenne des droits de l'homme sur le procès équitable et par les règles communautaires.&nbsp;<br><br>Le lecteur prendra rapidement conscience que, loin d'être une pure technique, la procédure est au service de la réalisation concrète des droits. Sans elle, les droits ne sont que des leurres, au mieux, des espoirs.&nbsp;<br><br><strong>Complet sur le fond et synthétique en la forme, assorti d'exercices pratiques, l'ouvrage épouse une présentation claire et pédagogique adaptée aux étudiants en licence ou en master de droit, mais également aux candidats au concours d'entrée à l'Ecole nationale de la magistrature ou à l'examen d'entrée à l'école du barreau</strong>.&nbsp;<br>Par ailleurs, par son souci de revenir sans cesse aux grands principes du droit du procès contemporain, il donne satisfaction à tous ceux qui,&nbsp;<strong>juges, avocats, greffiers huissiers de justice ou simples amateurs de droit,</strong>&nbsp;sont en quête d'une présentation éclairée et éclairante de la matière.&nbsp;<br><br>L'ouvrage est à jour des dernières évolutions jurisprudentielles et règlementaires, notamment de la loi de programmation et de réforme de la Justice.</p>",31ffa3_5dfaf95069a94e71ae11d59b83c242d5~mv2.jpg,,,22304 Fcfa,34.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e0c92933-e9f7-72c2-33fc-b40e20c729ba,Product,S. Guinchard,"<p><strong>Résumé</strong></p>
<p>Ouvrage consacré à la pratique quotidienne du procès civil, à destination des avocats, experts, huissiers, greffiers, magistrats et juristes d'entreprises en charge du contentieux. À chaque étape de la procédure, depuis l'engagement du procès à l'exercice des voies de recours jusqu'au paiement des frais de l'instance, à chaque hésitation du praticien, des solutions concrètes sont présentées. Une large part est accordée aux règles du procès équitable élaborées par la Cour européenne des droits de l'Homme et au droit de l'Union européenne de plus en plus prégnant en procédure civile. Cette 8e édition intègre les derniers prolongements de la réorganisation des flux de compétence entre tribunaux de grande instance et tribunaux d'instance, de la communication par voie électronique et&nbsp;des difficultés d'application de la procédure d'appel. Un nouveau chapitre traite des protocoles de procédure en vigueur devant les juridictions.</p>",746356_d8b8083be6784999a230df60e93eeac5~mv2.jpg,,,74.784 francs (CFA),114.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_93c6cb5e-991a-76eb-b7d0-e5104ed544c4,Product,lexiques des termes juridiques (S. Guinchard),"<p><strong>Résumé</strong></p>
<p>Le Lexique des termes juridiques 2019-2020 permet un accès simple et complet à toutes les définitions, aux concepts et aux notions clés de tous les domaines du droit. Avec plus de 6000 entrées, l'étudiant, ou le professionnel, à la recherche d'une notion inconnue, oubliée ou devenue imprécise, pourra la découvrir ou se la remémorer et acquérir ainsi des certitudes ou automatismes, utiles à la rigueur du juriste. Cette 26e édition met en avant plus de 180 définitions pour lesquelles l'actualité a été forte au cours de l'année écoulée (droite du travail, Droit fiscal, RGPD...). Les références aux codes et aux grands arrêts permettent aux étudiants de faire le lien entre les définitions, les textes législatifs et la jurisprudence.&nbsp;</p>",746356_dcd528d0980344c9a66f584c69ff67f3~mv2.jpg,,,édition 2019-2020,19.9,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ef9b8fb-f078-49ad-9860-35b8bf327b5a,Product,Introduction générale au droit (F. Terré),"<p><strong>Résumé</strong></p>
<p>Le droit est un ensemble de règles de conduite qui, dans une société, régissent les rapports entre les hommes : c'est le droit objectif. Le mot désigne aussi les prérogatives reconnues aux personnes : leurs droits subjectifs. Entre l'ensemble des règles et les comportements des particuliers se nouent des relations étroites, constantes, réciproques. Cet ouvrage mène une réflexion première sur l'existence du droit. Il envisage ensuite ses composantes, puis, par effet de symbiose, la réalisation du droit.</p>",746356_68fb20ebcfca4e8ebb71b21b274cfec4~mv2.jpg,Juridique,,2015 (10e édition),33.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,détails du produit,"<ul> 
 <li>Nombre de pages 644 Pages</li> 
 <li>Longueur: 21 cm</li> 
 <li>Largeur: 15 cm</li> 
</ul> 
<ul> 
 <li>Épaisseur: 2 cm</li> 
 <li>Poids: 626 g</li> 
</ul>",,,,,,,,,,,,,,,,
product_79a5cd3d-041f-8bf4-911c-e245d0f1bcb0,Product,"Introduction générale au droit '' Les Mementos""","<p><strong>Résumé</strong></p>
<p>Cet ouvrage présente sous forme synthétique les notions essentielles du droit. Sont envisagés, d'abord, les éléments généraux que constituent les sources du droit (traité, loi, jurisprudence, coutume) et ses principales divisions (droit civil, constitutionnel, commercial, communautaire...). Sont ensuite exposées les conséquences qui s'en déduisent pour les personnes, dans leur activité (patrimoine, propriété, contrat, responsabilité...) et devant la justice (les tribunaux, le procès, les saisies).</p>",746356_f303fe65a7ec49d1b83fbefe7bbd402f~mv2.jpg,Juridique,,2017 (15e édition),16.5,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8912348d-c295-b3c7-6101-9ac4d6901a0f,Product,L'essentiel de l'introduction générale de droit,"<p><strong>Résumé</strong></p>
<p>Le terme « droit » revêt deux significations : d'une part, l'ensemble des règles qui régissent la vie des hommes en société (droit objectif) ; d'autre part, la faculté de faire un acte, d'user ou de disposer d'une chose ou d'exiger quelque chose de quelqu'un (droit subjectif). Les deux premières définitions justifient la présentation de cette introduction générale au droit en deux parties : - Le droit objectif : présentation de la règle de droit ; la règle de droit et les autres règles d'organisation sociale ; la compréhension de la règle de droit ; la loi ; la jurisprudence ; la coutume ; les autres sources du droit. - Les droits subjectifs : les&nbsp;sources des droits subjectifs ; la classification des droits subjectifs ; les personnes physiques ; les personnes morales ; la preuve des droits ; l'exercice abusif des droits.</p>",746356_cd6579481328446ead53b2955ff34018~mv2.jpg,Juridique,,Les carrés (14e édition),13.5,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_194740e8-1043-1f08-4dca-81e0cecc0860,Product,Introduction au droit,"<p><strong>Résumé</strong></p>
<p>Nul ne peut échapper au droit. Celui qui naît se voit déjà doté d'une filiation, d'un nom, d'un prénom, et aussi sans doute d'un domicile et d'une nationalité. Tout au long de la vie se nouent de multiples liens juridiques créateurs d'obligations diverses (achats les plus quotidiens, mariage, contrat de travail, etc.). Même la mort est soumise à de nombreuses règles de droit (sort du cadavre, respect dû à la mémoire des morts). Cette familiarité du droit ne doit pas tromper : le droit est une discipline complexe, au vocabulaire particulier, à la technicité indéniable.Au-delà de cette technicité et de la variété de matières juridiques, cet ouvrage invite à « penser en droit », à cerner la structure et&nbsp;le cadre général de cette discipline pour mieux mesurer l'apport du regard juridique dans nos sociétés.&nbsp;</p>",746356_e77eb2079d26470fb6709fc7fc60646b~mv2.jpg,,,Que sais-je?,9.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
